y_real,y_pred,residuo,error_abs
13.27,19.50888888888889,-6.238888888888891,6.238888888888891
17.8,19.50888888888889,-1.7088888888888896,1.7088888888888896
29.4,19.50888888888889,9.891111111111108,9.891111111111108
14.89,19.50888888888889,-4.61888888888889,4.61888888888889
34.7,19.50888888888889,15.191111111111113,15.191111111111113
30.4,19.50888888888889,10.891111111111108,10.891111111111108
13.77,19.50888888888889,-5.738888888888891,5.738888888888891
